"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
10655,1652630879766x800282839336347300,"Chris Carson",PSA,55010316,2017,"Panini Prizm",212,"Red White Blue Prizm","PSA 7",Football,
10638,,"Chris Carson",PSA,55010317,2017,"Panini Prizm",212,Prizm,"PSA 9",Football,
10638,1652630878693x582421047335907700,"Chris Carson",PSA,55010317,2017,"Panini Prizm",212,"Silver Prizm","PSA 9",Football,6.50
10638,1652630879766x800282839336347300,"Chris Carson",PSA,55010317,2017,"Panini Prizm",212,"Red White Blue Prizm","PSA 9",Football,
10648,,"Chris Carson",PSA,55010318,2017,"Panini Prizm",212,Prizm,"PSA 8",Football,
10648,1652630878693x582421047335907700,"Chris Carson",PSA,55010318,2017,"Panini Prizm",212,"Silver Prizm","PSA 8",Football,
10648,1652630879766x800282839336347300,"Chris Carson",PSA,55010318,2017,"Panini Prizm",212,"Red White Blue Prizm","PSA 8",Football,
10640,,"Chris Carson",PSA,55010319,2017,"Panini Prizm",212,Prizm,"PSA 9",Football,
10640,1652630878693x582421047335907700,"Chris Carson",PSA,55010319,2017,"Panini Prizm",212,"Silver Prizm","PSA 9",Football,6.50
10640,1652630879766x800282839336347300,"Chris Carson",PSA,55010319,2017,"Panini Prizm",212,"Red White Blue Prizm","PSA 9",Football,
10642,,"Chris Carson",PSA,55010320,2017,"Panini Prizm",212,Prizm,"PSA 9",Football,
10642,1652630878693x582421047335907700,"Chris Carson",PSA,55010320,2017,"Panini Prizm",212,"Silver Prizm","PSA 9",Football,6.50
10642,1652630879766x800282839336347300,"Chris Carson",PSA,55010320,2017,"Panini Prizm",212,"Red White Blue Prizm","PSA 9",Football,
10649,,"Chris Carson",PSA,55010321,2017,"Panini Prizm",212,Prizm,"PSA 8",Football,
10649,1652630878693x582421047335907700,"Chris Carson",PSA,55010321,2017,"Panini Prizm",212,"Silver Prizm","PSA 8",Football,
10649,1652630879766x800282839336347300,"Chris Carson",PSA,55010321,2017,"Panini Prizm",212,"Red White Blue Prizm","PSA 8",Football,
10641,,"Chris Carson",PSA,55010322,2017,"Panini Prizm",212,Prizm,"PSA 9",Football,
10641,1652630878693x582421047335907700,"Chris Carson",PSA,55010322,2017,"Panini Prizm",212,"Silver Prizm","PSA 9",Football,6.50
10641,1652630879766x800282839336347300,"Chris Carson",PSA,55010322,2017,"Panini Prizm",212,"Red White Blue Prizm","PSA 9",Football,
10643,,"Chris Carson",PSA,55010323,2017,"Panini Prizm",212,Prizm,"PSA 9",Football,
10643,1652630878693x582421047335907700,"Chris Carson",PSA,55010323,2017,"Panini Prizm",212,"Silver Prizm","PSA 9",Football,6.50
10643,1652630879766x800282839336347300,"Chris Carson",PSA,55010323,2017,"Panini Prizm",212,"Red White Blue Prizm","PSA 9",Football,
10650,,"Chris Carson",PSA,55010324,2017,"Panini Prizm",212,Prizm,"PSA 8",Football,
10650,1652630878693x582421047335907700,"Chris Carson",PSA,55010324,2017,"Panini Prizm",212,"Silver Prizm","PSA 8",Football,
10650,1652630879766x800282839336347300,"Chris Carson",PSA,55010324,2017,"Panini Prizm",212,"Red White Blue Prizm","PSA 8",Football,
10651,,"Chris Carson",PSA,55010325,2017,"Panini Prizm",212,Prizm,"PSA 8",Football,
10651,1652630878693x582421047335907700,"Chris Carson",PSA,55010325,2017,"Panini Prizm",212,"Silver Prizm","PSA 8",Football,
10651,1652630879766x800282839336347300,"Chris Carson",PSA,55010325,2017,"Panini Prizm",212,"Red White Blue Prizm","PSA 8",Football,
10647,,"Chris Carson",PSA,55010326,2017,"Panini Prizm",212,Prizm,"PSA 8",Football,
10647,1652630878693x582421047335907700,"Chris Carson",PSA,55010326,2017,"Panini Prizm",212,"Silver Prizm","PSA 8",Football,
10647,1652630879766x800282839336347300,"Chris Carson",PSA,55010326,2017,"Panini Prizm",212,"Red White Blue Prizm","PSA 8",Football,
10646,,"Chris Carson",PSA,55010327,2017,"Panini Prizm",212,Prizm,"PSA 8",Football,
10646,1652630878693x582421047335907700,"Chris Carson",PSA,55010327,2017,"Panini Prizm",212,"Silver Prizm","PSA 8",Football,
10646,1652630879766x800282839336347300,"Chris Carson",PSA,55010327,2017,"Panini Prizm",212,"Red White Blue Prizm","PSA 8",Football,
10645,,"Chris Carson",PSA,55010328,2017,"Panini Prizm",212,Prizm,"PSA 9",Football,
10645,1652630878693x582421047335907700,"Chris Carson",PSA,55010328,2017,"Panini Prizm",212,"Silver Prizm","PSA 9",Football,6.50
10645,1652630879766x800282839336347300,"Chris Carson",PSA,55010328,2017,"Panini Prizm",212,"Red White Blue Prizm","PSA 9",Football,
10644,,"Chris Carson",PSA,55010329,2017,"Panini Prizm",212,Prizm,"PSA 9",Football,
10644,1652630878693x582421047335907700,"Chris Carson",PSA,55010329,2017,"Panini Prizm",212,"Silver Prizm","PSA 9",Football,6.50
10644,1652630879766x800282839336347300,"Chris Carson",PSA,55010329,2017,"Panini Prizm",212,"Red White Blue Prizm","PSA 9",Football,
11135,,"Drew Brees",PSA,55010346,2020,Donruss,175,"Silver Die Cut /75","PSA 10",Football,
11135,1652796063085x552461216655245630,"Drew Brees",PSA,55010346,2020,Donruss,175,"Press Proof Silver Die-Cut","PSA 10",Football,
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
12722,,"Bo bichette",PSA,55082023,2020,Topps,78,base,"PSA 10",Baseball,
12722,1595913620907x502434027895521300,"Bo bichette",PSA,55082023,2020,Topps,78,Base,"PSA 10",Baseball,21.42
12722,1645929760465x512364590669758460,"Bo bichette",PSA,55082023,2020,Topps,78,Base,"PSA 10",Baseball,14.50
11149,,"Zion Williamson",PSA,55085272,2019,Prizm,2,"Instant Impact","PSA 10","Basketball ",
11149,1604687986950x535435333933307140,"Zion Williamson",PSA,55085272,2019,Prizm,2,Base,"PSA 10","Basketball ",36.00
11149,1604688007885x555864371468777200,"Zion Williamson",PSA,55085272,2019,Prizm,2,"Prizm Green","PSA 10","Basketball ",32.75
11149,1604688029725x602953412228812500,"Zion Williamson",PSA,55085272,2019,Prizm,2,"Prizm Silver","PSA 10","Basketball ",55.00
11894,,"Ken Griffey Jr.",PSA,55110247,1989,Fleer,,548,"PSA 8",baseball,
11894,1590238973428x754417573125161000,"Ken Griffey Jr.",PSA,55110247,1989,Fleer,548,Base,"PSA 8",baseball,9.38
11894,1633711907360x309613331653591040,"Ken Griffey Jr.",PSA,55110247,1989,Fleer,548,Base,"PSA 8",baseball,71.54
11891,,"Ken Griffey Jr.",PSA,55110250,1989,Fleer,,548,"PSA 9",baseball,
11891,1590238973428x754417573125161000,"Ken Griffey Jr.",PSA,55110250,1989,Fleer,548,Base,"PSA 9",baseball,28.00
11891,1633711907360x309613331653591040,"Ken Griffey Jr.",PSA,55110250,1989,Fleer,548,Base,"PSA 9",baseball,399.99
11892,,"Ken Griffey Jr.",PSA,55110251,1989,Fleer,,548,"PSA 9",baseball,
11892,1590238973428x754417573125161000,"Ken Griffey Jr.",PSA,55110251,1989,Fleer,548,Base,"PSA 9",baseball,28.00
11892,1633711907360x309613331653591040,"Ken Griffey Jr.",PSA,55110251,1989,Fleer,548,Base,"PSA 9",baseball,399.99
11893,,"Ken Griffey Jr.",PSA,55110252,1989,Fleer,,548,"PSA 9",baseball,
11893,1590238973428x754417573125161000,"Ken Griffey Jr.",PSA,55110252,1989,Fleer,548,Base,"PSA 9",baseball,28.00
11893,1633711907360x309613331653591040,"Ken Griffey Jr.",PSA,55110252,1989,Fleer,548,Base,"PSA 9",baseball,399.99
11896,1634836806883x658301441671586200,"Randy Johnson",PSA,55110253,1989,Topps,647,Base,"PSA 9",baseball,5.24
11896,1635040377497x501251324285288450,"Randy Johnson",PSA,55110253,1989,Topps,647,Base,"PSA 9",baseball,158.50
10039,,"Lonzo Ball",PSA,55259084,2017,Optic,199,Shock,"PSA 9","Basketball ",
10039,1653963750770x712230082822719200,"Lonzo Ball",PSA,55259084,2017,Optic,199,Shock,"PSA 9","Basketball ",15.50
10050,1594748269364x389063898557055000,"Luka Doncic",PSA,55259086,2018,Prizm,3,Base,"PSA 10","Basketball ",57.00
10050,1594963513603x270805546033217540,"Luka Doncic",PSA,55259086,2018,Prizm,3,"Silver Prizm","PSA 10","Basketball ",179.26
10050,1639069520505x785931204047605100,"Luka Doncic",PSA,55259086,2018,Prizm,3,Green,"PSA 10","Basketball ",150.00
10547,,"Russell Wilson",PSA,55259637,2012,"Topps Platinum",138,,"PSA 9",Football,
10547,1654219598204x745219924976275800,"Russell Wilson",PSA,55259637,2012,"Topps Platinum",138,Base,"PSA 9",Football,39.38
10023,,"Kevin Durant",PSA,55259640,2007,"Upper Deck",234,,"PSA 8","Basketball ",
10023,1653932867114x855381690627741100,"Kevin Durant",PSA,55259640,2007,"Upper Deck",234,Base,"PSA 8","Basketball ",39.00
12413,,"Shaquille O'neal",PSA,55398531,1992,Topps,362,base,"PSA 9",Basketball,
12413,1594732811301x661395187515523100,"Shaquille O'neal",PSA,55398531,1992,Topps,362,Base,"PSA 9",Basketball,29.00
12413,1642560554926x868690864789520400,"Shaquille O'neal",PSA,55398531,1992,Topps,362,Base,"PSA 9",Basketball,133.33
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
10362,,"Joe Burrow",PSA,55620705,2020,"Panini Prestige",258,,"PSA 9",Football,
10362,1653103794823x933015461757745000,"Joe Burrow",PSA,55620705,2020,"Panini Prestige",258,Base,"PSA 9",Football,20.50
10361,,"Joe Burrow",PSA,55620706,2020,"Panini Prestige",258,,"PSA 10",Football,
10361,1653103794823x933015461757745000,"Joe Burrow",PSA,55620706,2020,"Panini Prestige",258,Base,"PSA 10",Football,57.00
10385,,"Jordan Love",PSA,55620707,2020,"Panini Prestige",261,,"PSA 10",Football,
10385,1653103771153x299912652162462850,"Jordan Love",PSA,55620707,2020,"Panini Prestige",261,Base,"PSA 10",Football,4.21
10378,,"Jordan Love",PSA,55620708,2020,"Panini Prestige",261,,"PSA 10",Football,
10378,1653103771153x299912652162462850,"Jordan Love",PSA,55620708,2020,"Panini Prestige",261,Base,"PSA 10",Football,4.21
10377,,"Gleyber Torres",PSA,55620709,2018,"Topps Mini",US200,,"PSA 9","Baseball ",
10377,1652842418656x391352644175737540,"Gleyber Torres",PSA,55620709,2018,"Topps Mini",US200,Base,"PSA 9","Baseball ",
10374,,"Justin Jefferson",PSA,55620712,2020,"Panini Prizm",10,Emergent,"PSA 9",Football,
10374,1653924023255x270955844055332130,"Justin Jefferson",PSA,55620712,2020,"Panini Prizm",10,Base,"PSA 9",Football,15.50
10369,,"Tua Tagovailoa",PSA,55620717,2020,"Panini Illusions",6,,"PSA 10",Football,
10369,1653143067262x655504680884113600,"Tua Tagovailoa",PSA,55620717,2020,"Panini Illusions",6,"Base Retail","PSA 10",Football,26.00
10369,1653188024619x445172657258315200,"Tua Tagovailoa",PSA,55620717,2020,"Panini Illusions",6,Base,"PSA 10",Football,30.77
10365,,"Jonathan Taylor",PSA,55620721,2020,"Panini Illusions",14,Retail,"PSA 9",Football,
10365,1653143085638x558407364310088000,"Jonathan Taylor",PSA,55620721,2020,"Panini Illusions",14,"Base Retail","PSA 9",Football,20.50
10364,,"Jordan Love",PSA,55620722,2020,"Panini Illusions",8,Retail,"PSA 10",Football,
10364,1653143075066x736262431602498600,"Jordan Love",PSA,55620722,2020,"Panini Illusions",8,"Base Retail","PSA 10",Football,10.50
10363,,"Jerry Jeudy",PSA,55620723,2020,"Panini Illusions",17,"Trophy Collection Sapphire","PSA 10",Football,
10363,1653261662991x119636879811275900,"Jerry Jeudy",PSA,55620723,2020,"Panini Illusions",17,"Trophy Collection Sapphire","PSA 10",Football,
10350,,"Kevin Garnett",PSA,55637107,1996,"Skybox Z-Force",52,,"PSA 9","Basketball ",
10350,1653932584875x930171810351805000,"Kevin Garnett",PSA,55637107,1996,"Skybox Z-Force",52,Base,"PSA 9","Basketball ",30.00
10358,,"Ryan Tannehill",PSA,55637108,2012,"Panini Prizm",232,Aqua,"PSA 9",Football,
10358,1654219151656x425579175681771970,"Ryan Tannehill",PSA,55637108,2012,"Panini Prizm",232,Aqua,"PSA 9",Football,15.50
10349,,"Shaquille O'Neal",PSA,55637109,1996,Spx,35,,"PSA 3","Basketball ",
10349,1653670148598x181393011550831550,"Shaquille O'Neal",PSA,55637109,1996,Spx,35,Base,"PSA 3","Basketball ",
10348,,"Bo Jackson",PSA,55637110,1994,"SP Holoview Blue",15,,"PSA 9","Baseball ",
10348,1652543646132x377799204511241500,"Bo Jackson",PSA,55637110,1994,"SP Holoview Blue",15,Base,"PSA 9","Baseball ",20.00
10346,,"6 Griffey",PSA,55637112,1995,"Fleer Lumber",6,,"PSA 6","Baseball ",
10346,1652487576571x852930412114941400,"6 Griffey",PSA,55637112,1995,"Fleer Lumber",6,Base,"PSA 6","Baseball ",
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
10345,,"139 Griffey",PSA,55637113,1997,Finest,139,,"PSA 6","Baseball ",
10345,1652487562586x713088840883091300,"139 Griffey",PSA,55637113,1997,Finest,139,Base,"PSA 6","Baseball ",10.51
10356,,"Ken Griffey Jr",PSA,55637114,1998,"Fleer Tradition",314,,"PSA 9","Baseball ",
10356,1653924017789x623585459696958600,"Ken Griffey Jr",PSA,55637114,1998,"Fleer Tradition",314,Base,"PSA 9","Baseball ",24.99
13295,,"Derek Jeter",PSA,55651555,1993,Topps,98,base,"PSA 9",Baseball,
13295,1587443942141x130960892121055230,"Derek Jeter",PSA,55651555,1993,Topps,98,Base,"PSA 9",Baseball,61.25
13295,1593980652375x334439536181903360,"Derek Jeter",PSA,55651555,1993,Topps,98,Base,"PSA 9",Baseball,148.76
13295,1634174234600x217871131120238600,"Derek Jeter",PSA,55651555,1993,Topps,98,Base,"PSA 9",Baseball,310.00
13295,1634437798464x866901751037165600,"Derek Jeter",PSA,55651555,1993,Topps,98,Base,"PSA 9",Baseball,415.99
11684,1646615757938x942674770567921800,Magikarp,PSA,55708791,1999,Pokemon,35,Base,"PSA 9",Pokemon,29.99
11684,1646615681019x492762032057782800,Magikarp,PSA,55708791,1999,Pokemon,35,"Base Set 1999-2000","PSA 9",Pokemon,
11684,1646615693567x343858806117207900,Magikarp,PSA,55708791,1999,Pokemon,35,"1st Edition","PSA 9",Pokemon,51.00
11684,1646615755414x477363106373318140,Magikarp,PSA,55708791,1999,Pokemon,35,Shadowless,"PSA 9",Pokemon,14.52
11583,1646615755414x477363106373318140,Magikarp,PSA,55708794,1999,Pokemon,35,Shadowless,"PSA 8",Pokemon,17.50
11583,1646615681019x492762032057782800,Magikarp,PSA,55708794,1999,Pokemon,35,"Base Set 1999-2000","PSA 8",Pokemon,
11583,1646615693567x343858806117207900,Magikarp,PSA,55708794,1999,Pokemon,35,"1st Edition","PSA 8",Pokemon,
11583,1646615757938x942674770567921800,Magikarp,PSA,55708794,1999,Pokemon,35,Base,"PSA 8",Pokemon,
11469,,"Poke Ball",PSA,55708851,1999,"Pokemon Jungle","1st Edition",64,"PSA 4",Pokemon,
11469,1646795226401x979645672712311900,"Poke Ball",PSA,55708851,1999,"Pokemon Jungle",64,"1st Edition","PSA 4",Pokemon,
11753,,"Bo Bichette",PSA,55749367,2020,Topps,,78,"PSA 9",baseball,
11753,1595913620907x502434027895521300,"Bo Bichette",PSA,55749367,2020,Topps,78,Base,"PSA 9",baseball,8.08
11753,1645929760465x512364590669758460,"Bo Bichette",PSA,55749367,2020,Topps,78,Base,"PSA 9",baseball,8.50
11753,1646549519388x630654506530477800,"Bo Bichette",PSA,55749367,2020,Topps,78,"Rainbow Foil","PSA 9",baseball,21.50
11753,1646711969016x849416643325460500,"Bo Bichette",PSA,55749367,2020,Topps,78,"Fathers Day Blue","PSA 9",baseball,438.00
11375,,Exeggcute,PSA,55925241,1999,"Pokemon Jungle",,52,"PSA 9",Pokemon,
11375,1646795152156x295529737202972800,Exeggcute,PSA,55925241,1999,"Pokemon Jungle",52,Base,"PSA 9",Pokemon,8.50
11375,1646795167122x382223425377097540,Exeggcute,PSA,55925241,1999,"Pokemon Jungle",52,"1st Edition","PSA 9",Pokemon,12.75
11669,1646795167122x382223425377097540,Exeggcute,PSA,55925242,1999,"Pokemon Jungle",52,"1st Edition","PSA 8",Pokemon,15.99
11669,1646795152156x295529737202972800,Exeggcute,PSA,55925242,1999,"Pokemon Jungle",52,Base,"PSA 8",Pokemon,9.99
11615,,Exeggcute,PSA,55925243,1999,"Pokemon Jungle",,52,"PSA 9",Pokemon,
11615,1646795152156x295529737202972800,Exeggcute,PSA,55925243,1999,"Pokemon Jungle",52,Base,"PSA 9",Pokemon,8.50
11615,1646795167122x382223425377097540,Exeggcute,PSA,55925243,1999,"Pokemon Jungle",52,"1st Edition","PSA 9",Pokemon,12.75
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
11586,,Exeggcute,PSA,55925244,1999,"Pokemon Jungle",,52,"PSA 7",Pokemon,
11586,1646795152156x295529737202972800,Exeggcute,PSA,55925244,1999,"Pokemon Jungle",52,Base,"PSA 7",Pokemon,
11586,1646795167122x382223425377097540,Exeggcute,PSA,55925244,1999,"Pokemon Jungle",52,"1st Edition","PSA 7",Pokemon,8.50
11624,1646795152156x295529737202972800,Exeggcute,PSA,55925245,1999,"Pokemon Jungle",52,Base,"PSA 8",Pokemon,9.99
11624,1646795167122x382223425377097540,Exeggcute,PSA,55925245,1999,"Pokemon Jungle",52,"1st Edition","PSA 8",Pokemon,15.99
11457,,Exeggcute,PSA,55925246,1999,"Pokemon Jungle",,52,"PSA 9",Pokemon,
11457,1646795152156x295529737202972800,Exeggcute,PSA,55925246,1999,"Pokemon Jungle",52,Base,"PSA 9",Pokemon,8.50
11457,1646795167122x382223425377097540,Exeggcute,PSA,55925246,1999,"Pokemon Jungle",52,"1st Edition","PSA 9",Pokemon,12.75
11336,,Mankey,PSA,55925247,1999,Pokemon,,55,"PSA 9",Pokemon,
11336,1646795222558x570631736433508500,Mankey,PSA,55925247,1999,Pokemon,55,"1st Edition","PSA 9",Pokemon,10.50
11336,1646795286669x123828521044946130,Mankey,PSA,55925247,1999,Pokemon,55,Base,"PSA 9",Pokemon,9.99
11416,1646795222558x570631736433508500,Mankey,PSA,55925248,1999,"Pokemon Jungle",55,"1st Edition","PSA 9",Pokemon,10.50
11416,1646795286669x123828521044946130,Mankey,PSA,55925248,1999,"Pokemon Jungle",55,Base,"PSA 9",Pokemon,9.99
11417,,Mankey,PSA,55925249,1999,"Pokemon Jungle",,55,"PSA 9",Pokemon,
11417,1646795222558x570631736433508500,Mankey,PSA,55925249,1999,"Pokemon Jungle",55,"1st Edition","PSA 9",Pokemon,10.50
11417,1646795286669x123828521044946130,Mankey,PSA,55925249,1999,"Pokemon Jungle",55,Base,"PSA 9",Pokemon,9.99
11632,1646795286669x123828521044946130,Mankey,PSA,55925251,1999,"Pokemon Jungle",55,Base,"PSA 9",Pokemon,9.99
11632,1646795222558x570631736433508500,Mankey,PSA,55925251,1999,"Pokemon Jungle",55,"1st Edition","PSA 9",Pokemon,10.50
11546,,Mankey,PSA,55925253,1999,"Pokemon Jungle",,55,"PSA 8",Pokemon,
11546,1646795222558x570631736433508500,Mankey,PSA,55925253,1999,"Pokemon Jungle",55,"1st Edition","PSA 8",Pokemon,17.50
11546,1646795286669x123828521044946130,Mankey,PSA,55925253,1999,"Pokemon Jungle",55,Base,"PSA 8",Pokemon,10.50
11495,1646795220621x475076157184306300,Rapidash,PSA,55925255,1999,"Pokemon Jungle",44,Base,"PSA 8",Pokemon,16.24
11495,1646795288694x322688198060809860,Rapidash,PSA,55925255,1999,"Pokemon Jungle",44,"1st Edition","PSA 8",Pokemon,15.02
11626,1646795179337x479677507157234600,Rhydon,PSA,55925256,1999,"Pokemon Jungle",45,"1st Edition","PSA 6",Pokemon,15.00
11626,1646795217322x744066202331485200,Rhydon,PSA,55925256,1999,"Pokemon Jungle",45,Base,"PSA 6",Pokemon,
11584,1646795217322x744066202331485200,Rhydon,PSA,55925257,1999,"Pokemon Jungle",45,Base,"PSA 6",Pokemon,
11584,1646795179337x479677507157234600,Rhydon,PSA,55925257,1999,"Pokemon Jungle",45,"1st Edition","PSA 6",Pokemon,15.00
11574,1646795240651x981757571402935800,Seaking,PSA,55925258,1999,"Pokemon Jungle",46,Base,"PSA 9",Pokemon,10.00
11574,1646795119999x789915873230995500,Seaking,PSA,55925258,1999,"Pokemon Jungle",46,"1st Edition","PSA 9",Pokemon,19.50
11575,1646795119999x789915873230995500,Seaking,PSA,55925259,1999,"Pokemon Jungle",46,"1st Edition","PSA 9",Pokemon,19.50
11575,1646795240651x981757571402935800,Seaking,PSA,55925259,1999,"Pokemon Jungle",46,Base,"PSA 9",Pokemon,10.00
11548,1646795205428x278760992936113200,Tauros,PSA,55925260,1999,"Pokemon Jungle",47,Base,"PSA 9",Pokemon,
11548,1646795264602x780821395108560800,Tauros,PSA,55925260,1999,"Pokemon Jungle",47,"1st Edition","PSA 9",Pokemon,19.99
11603,1646795264602x780821395108560800,Tauros,PSA,55925261,1999,"Pokemon Jungle",47,"1st Edition","PSA 9",Pokemon,19.99
11603,1646795205428x278760992936113200,Tauros,PSA,55925261,1999,"Pokemon Jungle",47,Base,"PSA 9",Pokemon,
11341,,Weepinbell,PSA,55925262,1999,"Pokemon Jungle",,48,"PSA 9",Pokemon,
11341,1646795173295x733654736420426500,Weepinbell,PSA,55925262,1999,"Pokemon Jungle",48,Base,"PSA 9",Pokemon,10.50
11341,1646795244566x430248417011205300,Weepinbell,PSA,55925262,1999,"Pokemon Jungle",48,"1st Edition","PSA 9",Pokemon,19.00
11675,1646795244566x430248417011205300,Weepinbell,PSA,55925263,1999,"Pokemon Jungle",48,"1st Edition","PSA 8",Pokemon,17.00
11675,1646795173295x733654736420426500,Weepinbell,PSA,55925263,1999,"Pokemon Jungle",48,Base,"PSA 8",Pokemon,
11676,1646795173295x733654736420426500,Weepinbell,PSA,55925264,1999,"Pokemon Jungle",48,Base,"PSA 8",Pokemon,
11676,1646795244566x430248417011205300,Weepinbell,PSA,55925264,1999,"Pokemon Jungle",48,"1st Edition","PSA 8",Pokemon,17.00
11594,,Weepinbell,PSA,55925266,1999,"Pokemon Jungle",,48,"PSA 5",Pokemon,
11594,1646795173295x733654736420426500,Weepinbell,PSA,55925266,1999,"Pokemon Jungle",48,Base,"PSA 5",Pokemon,
11594,1646795244566x430248417011205300,Weepinbell,PSA,55925266,1999,"Pokemon Jungle",48,"1st Edition","PSA 5",Pokemon,
11595,,Weepinbell,PSA,55925267,1999,"Pokemon Jungle",,48,"PSA 2",Pokemon,
11595,1646795173295x733654736420426500,Weepinbell,PSA,55925267,1999,"Pokemon Jungle",48,Base,"PSA 2",Pokemon,
11595,1646795244566x430248417011205300,Weepinbell,PSA,55925267,1999,"Pokemon Jungle",48,"1st Edition","PSA 2",Pokemon,
11328,,Bellsprout,PSA,55925268,1999,Pokemon,Jungle,49,"PSA 8",Pokemon,
11328,1646795154738x875664786378388600,Bellsprout,PSA,55925268,1999,Pokemon,49,Base,"PSA 8",Pokemon,9.99
11328,1646795271693x565801599623015230,Bellsprout,PSA,55925268,1999,Pokemon,49,"1st Edition","PSA 8",Pokemon,15.02
11523,1646795271693x565801599623015230,Bellsprout,PSA,55925269,1999,"Pokemon Jungle",49,"1st Edition","PSA 9",Pokemon,10.50
11523,1646795154738x875664786378388600,Bellsprout,PSA,55925269,1999,"Pokemon Jungle",49,Base,"PSA 9",Pokemon,11.02
11489,1646795154738x875664786378388600,,PSA,55925270,1999,"Pokemon Jungle",49,Base,"PSA 8",Pokemon,9.99
11489,1646795271693x565801599623015230,,PSA,55925270,1999,"Pokemon Jungle",49,"1st Edition","PSA 8",Pokemon,15.02
11395,,Bellsprout,PSA,55925271,1999,"Pokemon Jungle",,49,"PSA 9",Pokemon,
11395,1646795154738x875664786378388600,Bellsprout,PSA,55925271,1999,"Pokemon Jungle",49,Base,"PSA 9",Pokemon,11.02
11395,1646795271693x565801599623015230,Bellsprout,PSA,55925271,1999,"Pokemon Jungle",49,"1st Edition","PSA 9",Pokemon,10.50
11374,,Bellsprout,PSA,55925272,1999,"Pokemon Jungle",,49,"PSA 8",Pokemon,
11374,1646795154738x875664786378388600,Bellsprout,PSA,55925272,1999,"Pokemon Jungle",49,Base,"PSA 8",Pokemon,9.99
11374,1646795271693x565801599623015230,Bellsprout,PSA,55925272,1999,"Pokemon Jungle",49,"1st Edition","PSA 8",Pokemon,15.02
11367,,Bellsprout,PSA,55925273,1999,"Pokemon Jungle",,49,"PSA 8",Pokemon,
11367,1646795154738x875664786378388600,Bellsprout,PSA,55925273,1999,"Pokemon Jungle",49,Base,"PSA 8",Pokemon,9.99
11367,1646795271693x565801599623015230,Bellsprout,PSA,55925273,1999,"Pokemon Jungle",49,"1st Edition","PSA 8",Pokemon,
11366,1646795245922x324401616809860900,Cubone,PSA,55925274,1999,"Pokemon Jungle",50,"1st Edition","PSA 7",Pokemon,15.99
11366,1646795185799x921741929383040600,Cubone,PSA,55925274,1999,"Pokemon Jungle",50,Base,"PSA 7",Pokemon,
11373,,Cubone,PSA,55925275,1999,"Pokemon Jungle",,50,"PSA 8",Pokemon,
11373,1646795185799x921741929383040600,Cubone,PSA,55925275,1999,"Pokemon Jungle",50,Base,"PSA 8",Pokemon,14.50
11373,1646795245922x324401616809860900,Cubone,PSA,55925275,1999,"Pokemon Jungle",50,"1st Edition","PSA 8",Pokemon,18.50
11329,,Cubone,PSA,55925276,1999,Pokemon,,50,"PSA 8",Pokemon,
11329,1646795185799x921741929383040600,Cubone,PSA,55925276,1999,Pokemon,50,Base,"PSA 8",Pokemon,14.50
11329,1646795245922x324401616809860900,Cubone,PSA,55925276,1999,Pokemon,50,"1st Edition","PSA 8",Pokemon,18.50
11634,1646795185799x921741929383040600,Cubone,PSA,55925277,1999,"Pokemon Jungle",50,Base,"PSA 9",Pokemon,12.02
11634,1646795245922x324401616809860900,Cubone,PSA,55925277,1999,"Pokemon Jungle",50,"1st Edition","PSA 9",Pokemon,30.00
11372,,Cubone,PSA,55925278,1999,"Pokemon Jungle",,50,"PSA 8",Pokemon,
11372,1646795185799x921741929383040600,Cubone,PSA,55925278,1999,"Pokemon Jungle",50,Base,"PSA 8",Pokemon,14.50
11372,1646795245922x324401616809860900,Cubone,PSA,55925278,1999,"Pokemon Jungle",50,"1st Edition","PSA 8",Pokemon,18.50
11570,,Cubone,PSA,55925279,1999,"Pokemon Jungle",,50,"PSA 8",Pokemon,
11570,1646795185799x921741929383040600,Cubone,PSA,55925279,1999,"Pokemon Jungle",50,Base,"PSA 8",Pokemon,14.50
11570,1646795245922x324401616809860900,Cubone,PSA,55925279,1999,"Pokemon Jungle",50,"1st Edition","PSA 8",Pokemon,18.50
11468,1646795261190x555661684815069700,Goldeen,PSA,55925280,1999,"Pokemon Jungle",53,"1st Edition","PSA 7",Pokemon,14.00
11468,1646795279642x766521174747535700,Goldeen,PSA,55925280,1999,"Pokemon Jungle",53,Base,"PSA 7",Pokemon,8.49
11556,1646795279642x766521174747535700,Goldeen,PSA,55925281,1999,"Pokemon Jungle",53,Base,"PSA 9",Pokemon,9.99
11556,1646795261190x555661684815069700,Goldeen,PSA,55925281,1999,"Pokemon Jungle",53,"1st Edition","PSA 9",Pokemon,18.50
11555,,Goldeen,PSA,55925282,1999,"Pokemon Jungle",,53,"PSA 9",Pokemon,
