"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
11848,1649637765386x270386133730788920,"Kareem Abdul-Jabbar",PSA,53412403,1987,Fleer,1,Base,"PSA 8",basketball,21.50
12664,1649637765386x270386133730788920,"Kareem Abdul-Jabbar",PSA,53412405,1987,Fleer,1,Base,"PSA 7",Basketball,15.50
11851,1649637765386x270386133730788920,"Kareem Abdul-Jabbar",PSA,53412406,1987,Fleer,1,Base,"PSA 8",basketball,21.50
11843,1649637765386x270386133730788920,"Kareem Abdul-Jabbar",PSA,53412408,1987,Fleer,1,Base,"PSA 8",basketball,21.50
11847,1649637765386x270386133730788920,"Kareem Abdul-Jabbar",PSA,53412409,1987,Fleer,1,Base,"PSA 8",basketball,21.50
11846,1649637765386x270386133730788920,"Kareem Abdul-Jabbar",PSA,53412410,1987,Fleer,1,Base,"PSA 8",basketball,21.50
11845,1649637765386x270386133730788920,"Kareem Abdul-Jabbar",PSA,53412412,1987,Fleer,1,Base,"PSA 8",basketball,21.50
12665,1649637765386x270386133730788920,"Kareem Abdul-Jabbar",PSA,53412413,1987,Fleer,1,Base,"PSA 7",Basketball,15.50
12090,1649818594008x102867784702785460,"Magic Johnson",PSA,53412421,1987,"Fleer Sticker",1,Base,"PSA 8",basketball,40.00
12895,1617377302143x159034303560286200,"Dominique WIlkins",PSA,53412422,1987,Fleer,7,Base,"PSA 8",Basketball,21.50
12092,,"Akeem Olajuwon",PSA,53412423,1987,"Fleer Sticker",,3,"PSA 8",basketball,
12095,,"Akeem Olajuwon",PSA,53412424,1987,"Fleer Sticker",,3,"PSA 7",basketball,
12091,,"Akeem Olajuwon",PSA,53412425,1987,"Fleer Sticker",,3,"PSA 8",basketball,
12398,1636341705381x711739377846642300,"Larry Bird",PSA,53412426,1987,Fleer,4,Base,"PSA 6",Basketball,19.99
12399,1636341705381x711739377846642300,"Larry Bird",PSA,53412427,1987,Fleer,4,Base,"PSA 6",Basketball,19.99
13043,1606834027057x159337862545801200,"Michael Jordan",PSA,53412430,1988,Fleer,120,Base,"PSA 7",Basketball,98.99
13044,1606834027057x159337862545801200,"Michael Jordan",PSA,53412432,1988,Fleer,120,Base,"PSA 7",Basketball,98.99
13041,1606834027057x159337862545801200,"Michael Jordan",PSA,53412435,1988,Fleer,120,Base,"PSA 7",Basketball,98.99
13042,1606834027057x159337862545801200,"Michael Jordan",PSA,53412436,1988,Fleer,120,Base,"PSA 7",Basketball,98.99
13159,1618967504167x126811897245204480,"Michael Jordan",,53412438,1989,Fleer,3,Base,"PSA 8",Basketball,42.00
11935,1587396598369x575888492509003800,"David Robinson",PSA,53412441,1989,Hoops,138,Base,"PSA 9",basketball,32.99
11933,1603976097332x946530878773740300,"David Robinson",PSA,53412442,1989,Hoops,310,Base,"PSA 10",basketball,52.00
13261,1587396598369x575888492509003800,"David Robinson",PSA,53412445,1989,Hoops,138,Base,"PSA 9",Basketball,32.99
10811,,"Jarrett Allen","SGC ",5343115,2017,"Donruss Optic",179,"Blue Velocity Prizm","SGC 9","Basketball ",
13098,1603131759007x983834441130714500,"Kevin McHale",PSA,53468321,1981,Topps,75,East,"PSA 8",Basketball,32.00
13059,1603131759007x983834441130714500,"Kevin McHale",PSA,53468322,1981,Topps,75,East,"PSA 8",Basketball,32.00
13100,1603132275193x377097174278864900,"Larry Bird",PSA,53468324,1981,Topps,101,East,"PSA 7",Basketball,25.51
13160,1618967504167x126811897245204480,"Michael Jordan",,53468343,1989,Fleer,3,Base,"PSA 8.5",Basketball,29.25
13168,1618967504167x126811897245204480,"Michael Jordan",,53468344,1989,Fleer,3,Base,"PSA 8",Basketball,42.00
11970,,"Shaq O'Neal",PSA,53468360,1992,Topps,,362,"PSA 9",basketball,
11864,,"Shaquille O'Neal",PSA,53468370,1987,Topps,,362,"PSA 8",,
13198,1595431139098x726033696369410000,"Shaquille O'Neal",PSA,53468389,1992,Ultra,328,Base,"PSA 9",Basketball,14.00
13196,1595431139098x726033696369410000,"Shaquille O'Neal",PSA,53468390,1992,Ultra,328,Base,"PSA 8",Basketball,11.28
13201,1595431139098x726033696369410000,"Shaquille O'Neal",PSA,53468391,1992,Ultra,328,Base,"PSA 9",Basketball,14.00
13197,1595431139098x726033696369410000,"Shaquille O'Neal",PSA,53468392,1992,Ultra,328,Base,"PSA 8",Basketball,11.28
13136,1595431139098x726033696369410000,"Shaquille O'Neal",,53468393,1992,Ultra,328,Base,"PSA 10",Basketball,102.50
13137,1595431139098x726033696369410000,"Shaquille O'Neal",,53468394,1992,Ultra,328,Base,"PSA 10",Basketball,102.50
13138,1595431139098x726033696369410000,"Shaquille O'Neal",,53468395,1992,Ultra,328,Base,"PSA 10",Basketball,102.50
13199,1595431139098x726033696369410000,"Shaquille O'Neal",PSA,53468396,1992,Ultra,328,Base,"PSA 9",Basketball,14.00
13202,1595431139098x726033696369410000,"Shaquille O'Neal",PSA,53468397,1992,Ultra,328,Base,"PSA 9",Basketball,14.00
13195,1595431139098x726033696369410000,"Shaquille O'Neal",PSA,53468398,1992,Ultra,328,Base,"PSA 8",Basketball,11.28
13200,1595431139098x726033696369410000,"Shaquille O'Neal",PSA,53468399,1992,Ultra,328,Base,"PSA 9",Basketball,14.00
13135,1595431139098x726033696369410000,"Shaquille O'Neal",PSA,53468400,1992,Ultra,328,Base,"PSA 10",Basketball,102.50
12646,1600131464463x466407695374730960,"Shaquille O'neal",PSA,53468401,1992,Hoops,442,Base,"PSA 8",Basketball,7.50
12565,1589726654591x156107919305474050,"Vince Carter",PSA,53468402,1998,Topps,199,Base,"PSA 9",Basketball,39.00
12564,1589726654591x156107919305474050,"Vince Carter",PSA,53468406,1998,Topps,199,Base,"PSA 9",Basketball,39.00
13478,1587943748278x628353485856571400,"Dan Marino",PSA,53468745,1984,Topps,123,Base,"PSA 8",,70.00
11931,,Marino/Bartkowski,PSA,53468746,1984,Topps,,202,"PSA 7",football,
13459,1642208617853x413452390367965400,"Kellen Winslow",PSA,53468761,1981,Topps,150,Base,"PSA 8",,12.52
12536,1650406262858x816816850094784500,"Derrick Thomas",PSA,53468767,1989,"Topps Traded",90T,Base,"PSA 9",Football,12.50
12526,1643235272793x539425390474559500,"Deion Sanders",PSA,53468768,1989,"Topps Traded",30T,Base,"PSA 9",Football,13.50
12525,1643235272793x539425390474559500,"Deion Sanders",PSA,53468769,1989,"Topps Traded",30T,Base,"PSA 8",Football,7.50
12531,1643235272793x539425390474559500,"Deion Sanders",PSA,53468774,1989,"Topps Traded",30T,Base,"PSA 8",Football,7.50
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
12532,1643235272793x539425390474559500,"Deion Sanders",PSA,53468775,1989,"Topps Traded",30T,Base,"PSA 8",Football,7.50
12533,1643235272793x539425390474559500,"Deion Sanders",PSA,53468776,1989,"Topps Traded",30T,Base,"PSA 8",Football,7.50
12534,1643235272793x539425390474559500,"Deion Sanders",PSA,53468778,1989,"Topps Traded",30T,Base,"PSA 8",Football,7.50
12535,1643235272793x539425390474559500,"Deion Sanders",PSA,53468779,1989,"Topps Traded",30T,Base,"PSA 8",Football,7.50
12530,1643235272793x539425390474559500,"Deion Sanders",PSA,53468781,1989,"Topps Traded",30T,Base,"PSA 8",Football,7.50
12524,1643235272793x539425390474559500,"Deion Sanders",PSA,53468782,1989,"Topps Traded",30T,Base,"PSA 8",Football,7.50
11897,1643935627338x201710334837522430,"Troy Aikman",PSA,53468787,1989,"Topps Traded",70T,Base,"PSA 8",football,10.50
12542,1643935627338x201710334837522430,"Troy Aikman",PSA,53468814,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12421,1643935627338x201710334837522430,"Troy Aikman",PSA,53468818,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12422,1643935627338x201710334837522430,"Troy Aikman",PSA,53468819,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12423,1643935627338x201710334837522430,"Troy Aikman",PSA,53468820,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12543,1643935627338x201710334837522430,"Troy Aikman",PSA,53468822,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12544,1643935627338x201710334837522430,"Troy Aikman",PSA,53468823,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12555,1643935627338x201710334837522430,"Troy Aikman",PSA,53468824,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12414,1643935627338x201710334837522430,"Troy Aikman",PSA,53468825,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12415,1643935627338x201710334837522430,"Troy Aikman",PSA,53468826,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12416,1643935627338x201710334837522430,"Troy Aikman",PSA,53468827,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12417,1643935627338x201710334837522430,"Troy Aikman",PSA,53468828,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12418,1643935627338x201710334837522430,"Troy Aikman",PSA,53468829,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12419,1643935627338x201710334837522430,"Troy Aikman",PSA,53468830,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12420,1643935627338x201710334837522430,"Troy Aikman",PSA,53468831,1989,"Topps Traded",70T,Base,"PSA 9",Football,23.99
12323,1595443345782x880727405742260200,"Barry Sanders",PSA,53468835,1989,"Topps Traded",83T,Base,"PSA 9",Football,26.00
12324,1595443345782x880727405742260200,"Barry Sanders",PSA,53468837,1989,"Topps Traded",83T,Base,"PSA 9",Football,26.00
12325,1595443345782x880727405742260200,"Barry Sanders",PSA,53468838,1989,"Topps Traded",83T,Base,"PSA 9",Football,26.00
12326,1595443345782x880727405742260200,"Barry Sanders",PSA,53468839,1989,"Topps Traded",83T,Base,"PSA 9",Football,26.00
12322,1595443345782x880727405742260200,"Barry Sanders",PSA,53468841,1989,"Topps Traded",83T,Base,"PSA 9",Football,26.00
12514,1649817333468x132813856936558600,"Sterling Sharpe",PSA,53468846,1989,Score,333S,Base,"PSA 9",Football,30.00
12515,1649817333468x132813856936558600,"Sterling Sharpe",PSA,53468848,1989,Score,333S,Base,"PSA 9",Football,30.00
12517,1649817333468x132813856936558600,"Sterling Sharpe",PSA,53468850,1989,Score,333S,Base,"PSA 9",Football,30.00
12518,1649817333468x132813856936558600,"Sterling Sharpe",PSA,53468853,1989,Score,333S,Base,"PSA 9",Football,30.00
12519,1649817333468x132813856936558600,"Sterling Sharpe",PSA,53468855,1989,Score,333S,Base,"PSA 9",Football,30.00
12520,1649817333468x132813856936558600,"Sterling Sharpe",PSA,53468856,1989,Score,333S,Base,"PSA 9",Football,30.00
12521,1649817333468x132813856936558600,"Sterling Sharpe",PSA,53468857,1989,Score,333S,Base,"PSA 9",Football,30.00
12505,1649817333468x132813856936558600,"Sterling Sharpe",PSA,53468858,1989,Score,333S,Base,"PSA 9",Football,30.00
12523,1649817333468x132813856936558600,"Sterling Sharpe",PSA,53468859,1989,Score,333S,Base,"PSA 9",Football,30.00
12511,1649817333468x132813856936558600,"Sterling Sharpe",PSA,53468860,1989,Score,333S,Base,"PSA 9",Football,30.00
12513,1649817333468x132813856936558600,"Sterling Sharpe",PSA,53468861,1989,Score,333S,Base,"PSA 9",Football,30.00
12522,1649817333468x132813856936558600,"Sterling Sharpe",PSA,53468862,1989,Score,333S,Base,"PSA 9",Football,30.00
11247,,Blaziken,PSA,535377611,2004,"Pokemon EX",89,"Holo ","PSA 8",Pokemon,
11245,1650320712879x910370526778974300,"Brock's Ninetales",PSA,53577606,2000,"Pokemon Gym",3,"1st Edition","PSA 9",Pokemon,152.50
11246,1646795157542x356408363696004300,"Venomoth Holo",PSA,53577607,1999,"Pokemon Jungle",13,"1st Edition","PSA 9",Pokemon,
11249,,"Shining Mew",PSA,53577608,2001,"Pocket Monsters",151,Holo,"PSA 8","Pocket Monsters",
11243,,Gengar,PSA,53577610,2006,"Pokemon EX",5,"Rev. Foil Legend","PSA 9",Pokemon,
10015,1593646451661x593742648671731700,"Zion Williamson",PSA,53595580,2019,Mosaic,209,Base,"PSA 10","Basketball ",34.00
10014,1593646451661x593742648671731700,"Zion Williamson",PSA,53595582,2019,Mosaic,209,Base,"PSA 10","Basketball ",34.00
10012,1593646451661x593742648671731700,"Zion Williamson",PSA,53595583,2019,Mosaic,209,Base,"PSA 10","Basketball ",34.00
10013,1593646451661x593742648671731700,"Zion Williamson",PSA,53595587,2019,Mosaic,209,Base,"PSA 10","Basketball ",34.00
12253,1635983281207x379135255200302500,"Dan Marino",PSA,53616252,1985,Topps,314,Base,"PSA 8",Football,9.50
11745,,"Tua Tagovailoa",PSA,53645800,2020,"National Treasures","Emerald Signature",106,"PSA 9",football,
13007,1650998860540x891133510325633000,"Kevin Durant",PSA,53694187,2007,"Upper Deck First Edition",KD4,Base,"PSA 9",Basketball,27.00
11288,1634259152609x435154442167255040,"Fernando Tatis Jr",PSA,53712668,2019,"Topps Update",US56,Base,"PSA 9",Baseball,18.00
11295,,"Alex Bregman",PSA,53712694,2017,"Topps Chrome",Update,US150,"PSA 10",Baseball,
10068,1597195918044x720804621975289900,"Luka Doncic",PSA,53827734,2018,Hoops,268,Base,"PSA 9","Basketball ",51.00
12087,,"Wander Franco",PSA,53889800,2020,"Bowman Chrome",Prospects-Refractor,BCP1,"PSA 9",baseball,
10681,1644770384002x235399519747350180,"Josh Allen","PSA ",53937992,2018,"Panini Select",139,Base,"PSA 10",Football,330.00
13073,1603131760944x584014662294502800,"Larry Bird",PSA,53960473,1981,Topps,4,Base,"PSA 7",Basketball,80.75
13074,1603131760944x584014662294502800,"Larry Bird",PSA,53960474,1981,Topps,4,Base,"PSA 7",Basketball,80.75
13075,1603131760944x584014662294502800,"Larry Bird",PSA,53960475,1981,Topps,4,Base,"PSA 7",Basketball,80.75
12990,1603131760944x584014662294502800,"Larry Bird",PSA,53960476,1981,Topps,4,Base,"PSA 7",Basketball,80.75
13077,1603131760944x584014662294502800,"Larry Bird",PSA,53960477,1981,Topps,4,Base,"PSA 7",Basketball,80.75
13078,1603131760944x584014662294502800,"Larry Bird",PSA,53960478,1981,Topps,4,Base,"PSA 7",Basketball,80.75
13080,1603131760944x584014662294502800,"Larry Bird",PSA,53960487,1981,Topps,4,Base,"PSA 7",Basketball,80.75
13097,,"Kevin McHale",PSA,53960491,1981,Topps,101,east,"PSA 8",Basketball,
12991,1603131759007x983834441130714500,"Kevin McHale",PSA,53960493,1981,Topps,75,East,"PSA 7",Basketball,25.00
13099,1603131759007x983834441130714500,"Kevin McHale",PSA,53960495,1981,Topps,75,East,"PSA 8",Basketball,32.00
13068,1603131759007x983834441130714500,"Kevin McHale",PSA,53960496,1981,Topps,75,East,"PSA 8",Basketball,32.00
13096,,"Kevin McHale",PSA,53960497,1981,Topps,101,east,"PSA 8",Basketball,
13184,1650861955369x294446781707313800,"Julius Erving",PSA,53960502,1981,Topps,30,Base,"PSA 8",Basketball,59.99
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
11951,1600131466803x804083930594868900,"Gary Payton",PSA,53960510,1990,"Fleer Update",U-92,Base,"PSA 9",basketball,10.50
13256,1617720536309x223267423074058340,"Gary Payton",PSA,53960519,1990,Skybox,365,Base,"PSA 9",Basketball,8.50
13257,1617720536309x223267423074058340,"Gary Payton",PSA,53960520,1990,Skybox,365,Base,"PSA 9",Basketball,8.50
11952,1617720536309x223267423074058340,"Gary Payton",PSA,53960524,1990,Skybox,365,Base,"PSA 9",basketball,8.50
13255,1617720536309x223267423074058340,"Gary Payton",PSA,53960525,1990,Skybox,365,Base,"PSA 9",Basketball,8.50
12067,,"Steven Stamkos",PSA,53960561,2008,"In the Game","Heroes and Prospects",59,"PSA 10",hockey,
12068,,"Steven Stamkos",PSA,53960562,2008,"In the Game","Heroes and Prospects",59,"PSA 10",hockey,
12069,,"Steven Stamkos",PSA,53960563,2008,"In the Game","Heroes and Prospects",59,"PSA 10",hockey,
12070,,"Steven Stamkos",PSA,53960564,2008,"In the Game","Heroes and Prospects",59,"PSA 10",hockey,
12071,,"Steven Stamkos",PSA,53960565,2008,"In the Game","Heroes and Prospects",59,"PSA 10",hockey,
12072,,"Steven Stamkos",PSA,53960566,2008,"In the Game","Heroes and Prospects",59,"PSA 10",hockey,
12064,,"Steven Stamkos",PSA,53960567,2008,"In the Game","Heroes and Prospects",59,"PSA 10",hockey,
12065,,"Steven Stamkos",PSA,53960568,2008,"In the Game","Heroes and Prospects",59,"PSA 10",hockey,
12066,,"Steven Stamkos",PSA,53960569,2008,"In the Game","Heroes and Prospects",59,"PSA 10",hockey,
12852,,"Steven Stamkos",PSA,53960578,2008,"Upper Deck",HCD1,"Nat. Hocket Card Day Canada","PSA 9",Hockey,
12853,,"Steven Stamkos",PSA,53960579,2008,"Upper Deck",HCD1,"Nat. Hocket Card Day Canada","PSA 9",Hockey,
12854,,"Steven Stamkos",PSA,53960580,2008,"Upper Deck",HCD1,"Nat. Hocket Card Day Canada","PSA 9",Hockey,
12361,1633927886083x913098758553850400,"Dan Marino",PSA,53961392,1988,Topps,190,Base,"PSA 9",Football,11.00
11923,1638332823471x565345421997869300,"Dan Hampton",PSA,53961414,1982,Topps,297,Base,"PSA 8",football,11.00
13460,1599831036325x123134610470883040,"Phil Simms",PSA,53961419,1980,Topps,225,Base,"PSA 8",,23.83
13461,1599831036325x123134610470883040,"Phil Simms",PSA,53961421,1980,Topps,225,Base,"PSA 8",,23.83
11932,1636117379199x537530057042278100,"Rickey Jackson",PSA,53961428,1984,Topps,303,Base,"PSA 7",football,12.50
12405,1651103184281x853113225090170900,"Fred Dean",PSA,53961429,1984,Topps,355,Base,"PSA 9",Football,39.95
12736,1636117363018x779409050722002200,"Lawrence Taylor",PSA,53961431,1984,Topps,321,Base,"PSA 9",Football,45.13
11930,1636117326743x629460494699085400,"Walter Payton",PSA,53961433,1984,Topps,228,Base,"PSA 7",football,14.50
11928,1636117344662x366741167801216000,"Joe Montana",PSA,53961434,1984,Topps,358,Base,"PSA 8",football,26.00
12360,1633927886083x913098758553850400,"Dan Marino",PSA,53961443,1988,Topps,190,Base,"PSA 9",Football,11.00
12793,1633927886083x913098758553850400,"Dan Marino",PSA,53961444,1988,Topps,190,Base,"PSA 8",Football,10.60
12357,1633927886083x913098758553850400,"Dan Marino",PSA,53961445,1988,Topps,190,Base,"PSA 9",Football,11.00
12356,1633927886083x913098758553850400,"Dan Marino",PSA,53961446,1988,Topps,190,Base,"PSA 9",Football,11.00
12130,1633927886083x913098758553850400,"Dan Marino",PSA,53961447,1988,Topps,190,Base,"PSA 10",football,61.00
12129,1633927886083x913098758553850400,"Dan Marino",PSA,53961448,1988,Topps,190,Base,"PSA 10",football,61.00
12794,1633927886083x913098758553850400,"Dan Marino",PSA,53961450,1988,Topps,190,Base,"PSA 8",Football,10.60
12795,1633927886083x913098758553850400,"Dan Marino",PSA,53961451,1988,Topps,190,Base,"PSA 8",Football,10.60
12358,1633927886083x913098758553850400,"Dan Marino",PSA,53961453,1988,Topps,190,Base,"PSA 9",Football,11.00
12359,1633927886083x913098758553850400,"Dan Marino",PSA,53961454,1988,Topps,190,Base,"PSA 9",Football,11.00
12128,1633927886083x913098758553850400,"Dan Marino",PSA,53961455,1988,Topps,190,Base,"PSA 10",football,61.00
12127,1633927886083x913098758553850400,"Dan Marino",PSA,53961458,1988,Topps,190,Base,"PSA 10",football,61.00
12262,,"Raiders Team Leaders",PSA,53961464,1988,Topps,325,"Bo Jackson All Alone","PSA 9",Football,
12257,,"Raiders Team Leaders",PSA,53961465,1988,Topps,325,"Bo Jackson All Alone","PSA 8",Football,
12258,,"Raiders Team Leaders",PSA,53961466,1988,Topps,325,"Bo Jackson All Alone","PSA 8",Football,
12259,,"Raiders Team Leaders",PSA,53961467,1988,Topps,325,"Bo Jackson All Alone","PSA 8",Football,
12261,,"Raiders Team Leaders",PSA,53961468,1988,Topps,325,"Bo Jackson All Alone","PSA 9",Football,
12260,,"Raiders Team Leaders",PSA,53961469,1988,Topps,325,"Bo Jackson All Alone","PSA 8",Football,
12493,1633967312217x396931747188943300,"Deion Sanders",PSA,53961472,1989,"Pro Set",486,Base,"PSA 9",Football,10.50
12247,1633967312217x396931747188943300,"Deion Sanders",PSA,53961475,1989,"Pro Set",486,Base,"PSA 10",Football,53.00
12248,1633967312217x396931747188943300,"Deion Sanders",PSA,53961476,1989,"Pro Set",486,Base,"PSA 10",Football,53.00
12246,1633967312217x396931747188943300,"Deion Sanders",PSA,53961478,1989,"Pro Set",486,Base,"PSA 10",Football,53.00
12491,1633967312217x396931747188943300,"Deion Sanders",PSA,53961479,1989,"Pro Set",486,Base,"PSA 9",Football,10.50
12492,1633967312217x396931747188943300,"Deion Sanders",PSA,53961480,1989,"Pro Set",486,Base,"PSA 9",Football,10.50
12494,1633967312217x396931747188943300,"Deion Sanders",PSA,53961481,1989,"Pro Set",486,Base,"PSA 9",Football,10.50
12245,1633967312217x396931747188943300,"Deion Sanders",PSA,53961482,1989,"Pro Set",486,Base,"PSA 10",Football,53.00
12495,1633967312217x396931747188943300,"Deion Sanders",PSA,53961483,1989,"Pro Set",486,Base,"PSA 9",Football,10.50
12496,1633967312217x396931747188943300,"Deion Sanders",PSA,53961484,1989,"Pro Set",486,Base,"PSA 9",Football,10.50
12244,1633967312217x396931747188943300,"Deion Sanders",PSA,53961485,1989,"Pro Set",486,Base,"PSA 10",Football,53.00
12252,1633967312217x396931747188943300,"Deion Sanders",PSA,53961486,1989,"Pro Set",486,Base,"PSA 10",Football,53.00
12527,1633967312217x396931747188943300,"Deion Sanders",PSA,53961487,1989,"Pro Set",486,Base,"PSA 9",Football,10.50
12250,1633967312217x396931747188943300,"Deion Sanders",PSA,53961488,1989,"Pro Set",486,Base,"PSA 10",Football,53.00
12251,1633967312217x396931747188943300,"Deion Sanders",PSA,53961489,1989,"Pro Set",486,Base,"PSA 10",Football,53.00
12486,1633967312217x396931747188943300,"Deion Sanders",PSA,53961490,1989,"Pro Set",486,Base,"PSA 9",Football,10.50
12249,1633967312217x396931747188943300,"Deion Sanders",PSA,53961491,1989,"Pro Set",486,Base,"PSA 10",Football,53.00
12487,1633967312217x396931747188943300,"Deion Sanders",PSA,53961493,1989,"Pro Set",486,Base,"PSA 9",Football,10.50
12488,1633967312217x396931747188943300,"Deion Sanders",PSA,53961494,1989,"Pro Set",486,Base,"PSA 9",Football,10.50
12489,1633967312217x396931747188943300,"Deion Sanders",PSA,53961495,1989,"Pro Set",486,Base,"PSA 9",Football,10.50
12490,1633967312217x396931747188943300,"Deion Sanders",PSA,53961496,1989,"Pro Set",486,Base,"PSA 9",Football,10.50
12528,1633967312217x396931747188943300,"Deion Sanders",PSA,53961497,1989,"Pro Set",486,Base,"PSA 9",Football,10.50
12485,1633967312217x396931747188943300,"Deion Sanders",PSA,53961498,1989,"Pro Set",486,Base,"PSA 9",Football,10.50
12327,1595443345782x880727405742260200,"Barry Sanders",PSA,53961500,1989,"Topps Traded",83T,Base,"PSA 9",Football,26.00
12775,1595443345782x880727405742260200,"Barry Sanders",PSA,53961502,1989,"Topps Traded",83T,Base,"PSA 9",Football,26.00
12032,,"Joe Montana",PSA,53969197,1982,Topps,All-Pro,488,"PSA 8",football,
10152,1613965177628x587841900265706900,"Ja Morant",PSA,54070540,2019,Chronicles,165,Base,"PSA 10","Basketball ",92.75
13474,1638332877623x629577220539533600,"Dan Fouts ",PSA,54088268,1982,Topps,230,Base,"PSA 9",,10.50
12735,1638332821442x969382922778049300,"Franco Harris",PSA,54088279,1982,Topps,211,Base,"PSA 9",Football,26.00
13472,1638332821442x969382922778049300,"Franco Harris",PSA,54088280,1982,Topps,211,Base,"PSA 9",,26.00
11929,1638332873706x806640691902125200,"Jack Lambert",PSA,54088286,1982,"Topps ",213,Base,"PSA 7",football,15.00
11926,1638332852449x554930846910907800,"Jack Ham",PSA,54088291,1982,Topps,210,Base,"PSA 8",football,18.99
11927,1638332852449x554930846910907800,"Jack Ham",PSA,54088294,1982,Topps,210,Base,"PSA 8",football,18.99
11920,1651000845944x408344468201144300,"Phil Simms",PSA,54088300,1982,Topps,433,Base,"PSA 9",football,15.75
13473,1638332827431x681675652413747700,"Tony Dorsett",PSA,54088348,1982,Topps,311,Base,"PSA 9",,26.00
11922,1638332823471x565345421997869300,"Dan Hampton",PSA,54088352,1982,Topps,297,Base,"PSA 8",football,11.00
11924,1638332823471x565345421997869300,"Dan Hampton",PSA,54088353,1982,Topps,297,Base,"PSA 8",football,11.00
11925,1638332823471x565345421997869300,"Dan Hampton",PSA,54088354,1982,Topps,297,Base,"PSA 8",football,11.00
11921,1638332851394x414842278624304450,"Joe Montana",PSA,54088356,1982,Topps,489,Base,"PSA 7",football,18.16
12149,1623158518535x792441175278878700,"John Elway",PSA,54088365,1987,Topps,31,Base,"PSA 9",football,44.99
12150,1623158518535x792441175278878700,"John Elway",PSA,54088367,1987,Topps,31,Base,"PSA 9",football,44.99
"Serial Number","Cardheadger Serial Number",Name,"Grading Co","Grading Co Serial Number",Year,Set,"Card Number",Parallel,Grade,Category,Price
12151,1623158518535x792441175278878700,"John Elway",PSA,54088368,1987,Topps,31,Base,"PSA 9",football,44.99
12256,1623158518535x792441175278878700,"John Elway",PSA,54088369,1987,Topps,31,Base,"PSA 8",Football,3.25
12264,1633927872839x202080971125672350,"John Elway",PSA,54088376,1988,Topps,23,Base,"PSA 8",Football,8.50
12263,1633927872839x202080971125672350,"John Elway",PSA,54088378,1988,Topps,23,Base,"PSA 8",Football,8.50
12387,1633927872839x202080971125672350,"John Elway",PSA,54088382,1988,Topps,23,Base,"PSA 8",Football,8.50
12107,1633927872839x202080971125672350,"John Elway",PSA,54088383,1988,Topps,23,Base,"PSA 10",football,69.00
12792,1633927886083x913098758553850400,"Dan Marino",PSA,54088387,1988,Topps,190,Base,"PSA 8",Football,10.60
12786,1633927886083x913098758553850400,"Dan Marino",PSA,54088393,1988,Topps,190,Base,"PSA 9",Football,11.00
12787,1633927886083x913098758553850400,"Dan Marino",PSA,54088394,1988,Topps,190,Base,"PSA 9",Football,11.00
12788,1633927886083x913098758553850400,"Dan Marino",PSA,54088395,1988,Topps,190,Base,"PSA 9",Football,11.00
12789,1633927886083x913098758553850400,"Dan Marino",PSA,54088396,1988,Topps,190,Base,"PSA 9",Football,11.00
12796,1633927886083x913098758553850400,"Dan Marino",PSA,54088397,1988,Topps,190,Base,"PSA 8",Football,10.60
12797,1633927886083x913098758553850400,"Dan Marino",PSA,54088398,1988,Topps,190,Base,"PSA 8",Football,10.60
12790,1633927886083x913098758553850400,"Dan Marino",PSA,54088399,1988,Topps,190,Base,"PSA 9",Football,11.00
12791,1633927886083x913098758553850400,"Dan Marino",PSA,54088400,1988,Topps,190,Base,"PSA 9",Football,11.00
12800,1633927876937x289179847710885300,"Jerry Rice",PSA,54088401,1988,Topps,43,Base,"PSA 9",Football,15.50
12801,1633927876937x289179847710885300,"Jerry Rice",PSA,54088402,1988,Topps,43,Base,"PSA 9",Football,15.50
12810,1633927876937x289179847710885300,"Jerry Rice",PSA,54088404,1988,Topps,43,Base,"PSA 9",Football,15.50
12802,1633927876937x289179847710885300,"Jerry Rice",PSA,54088405,1988,Topps,43,Base,"PSA 9",Football,15.50
12803,1633927876937x289179847710885300,"Jerry Rice",PSA,54088406,1988,Topps,43,Base,"PSA 9",Football,15.50
12804,1633927876937x289179847710885300,"Jerry Rice",PSA,54088407,1988,Topps,43,Base,"PSA 9",Football,15.50
